"Word","Part_of_Speech","Etymology","Definition","Examples_and_Notes","Source_Page"
"Naité","adv.","","By way of the river.","","94"
"Naitī","n.f.","","(1) A rivulet. (2) adv. By way of the rivulet.","","94"
"Naj","n.m.","(H. anāj)","Food or grain.","(Also nāj).","95"
"Najāṇ","adj.","","Ignorant, unwise.","","95"
"Najr","n.f.","(P. nazr)","A present.","-deṇī, v.t. ir. To offer a present.","95"
"Nā'k","n.m.","(S. Nāsikā)","The nose.","","95"
"Nakal","n.f.","(P. naqal)","(1) Copy. (2) A pastime.","","95"
"Nakammā","adj.","","Good for nothing.","","95"
"Nakhār","n.m.","","Soap.","","95"
"Nakhrā","n.m.","(P.)","Artifice, waggery.","","95"
"Naktā","adj. m.","","One having no nose.","f. -ī, pl. -é.","95"
"Nakthīṛ","n.f.","","Bleeding from the nostrils.","-chhuṭṇā, v.s. re. To bleed from the nostrils.","95"
"Nal","n.m.","","(1) A pipe. (2) A small river.","","95"
"Nā'l","n.m.","","The joint of the waist.","","95"
"Nālā","n.m.","","A waterfall.","","95"
"Nalāek","adj.","(P. nā-lāyiq)","Ignorant, unwise.","","95"
"Nal-bāī","n.f.","","A kind of disease.","(fr. nāl, sinews, and bāī, wind).","95"
"Nalī","n.f.","","The bone of the leg.","","95"
"Nālh","n.f.","","A small rivulet.","","95"
"Nālshī","n.f.","(P. nālish)","Complaint.","-karnī, v.t. ir. To bring a complaint.","95"
"Nālū","n.m.","","A spring.","-we-lāṇā, v.t. re. To put a child under a small thread of water.","It is a custom among all hill people to put children in summer under a water spring to sleep.","95"
"Nālu-mūsā","n.m.","","A mongoose.","","95"
"Namālá","n.m.","","A request to a village deity.","-karnā, v.t. re. to ask a deity about one's troubles, etc. -deṇā, v.i. re. To decide verbally, by a village deity. (Also nmāle).","95"
"Namawlá or nmāwlá","adj.","","Motherless.","","95"
"Nān, nānā","n.m.","","Maternal grandfather.","The former is used in Bashahr.","95"
"Nanad","n.f.","(S. Nanāndṛi)","The husband's sister.","","95"
"Nañchāwṇu","v.t. re.","","To cause or allow to dance.","f. -ī, pl. -é.","95"
"Nāñchṇu","v.s. re.","","To dance.","f. -ī, pl. -é.","95"
"Nandoī","n.m.","","The husband of a husband's sister.","","95"
"Naṅgū, -ā","adj. m.","","Naked.","f. -ī, pl. -é.","95"
"Nānh","adv.","","Negatively.","-deṇī, v.t. ir. To deny, to refuse.","95"
"Nānī","n.f.","","Maternal grandmother.","","95"
"Nāṅkā","n.m.","","The mother's home.","","95"
"Nānsāl","n.m.","","See Nāṅkā.","","95"
"Nāṅw","n.m.","(H. nām)","A name.","","95"
"Nāṅwkaṇu","v.t. re.","","To cause or allow to name.","","95"
"Nāṅwkṇu","v.t. re.","","To name, to enlist.","","95"
"Nāp","n.f.","","Measurement.","","95"
"Napāwṇu","v.t. re.","","(1) To cause or allow to measure. (2) To cause or allow to bend.","","95"
"Napṇu","v.s. re.","","To bend, to be humble.","f. -ī, pl. -é.","95"
"Nāpṇu","v.t. re.","","To measure.","f. -ī, pl. -é.","95"
"Nar","adj. m.","","(1) Male. (2) Brave.","","95"
"Nāṛā","n.m.","","Trouser string.","","95"
"Narain","n.m.","(S. Nārāyaṇa)","The god Vishnu.","","96"
"Narāṭ, nṛāṭ","n.m.","","Mistletoe, holly.","","96"
"Narātte","n.m. pl.","(S. Navarātri, nine nights)","A term used for the nine days of Chét and Asój, in which the grand worship of Devī (goddess) is performed.","","96"
"Nard","n.f.","","A ball used in chaupaṛ (dicing).","","96"
"Narélṭu","n.m.","","A small pipe for smoking; dim. of narél.","","96"
"Nargas","n.m.","","A kind of water lily.","","96"
"Nāṛī","n.f.","(S.)","The wrist or pulse.","'Nāṛī dā rau' - 'Be conscious.' 'Terī nāṛī chhuṭīgoī' - 'He has no pulse,' i.e., he is dead.","96"
"Narī","n.f.","","A kind of red leather made of goat's skin.","","96"
"Narī","n.f.","","A pipe for smoking.","","96"
"Narjā","n.m.","","A kind of scales peculiar to the hill people.","","96"
"Nark","n.m.","(S. Naraka, hell)","(1) Hell. (2) Ordure.","","96"
"Narméň","n.f.","","Cotton.","","96"
"Nārné","n.m.","","By God.","","96"
"Narol, nrol","n.m.","","Veil, the pardā system.","","96"
"Naroliyā, nroliyā","adj.","","One who wears a veil, one who lives in pardā.","","96"
"Naṛṛā","adj. m.","","Hard.","f. -ī, pl. -é.","96"
"Nārth","n.m.","(S. Anartha, nonsensical)","Violence, oppression.","-hoṇā, v.i. ir. To be unusual.","96"
"Nās, naswār","n.f. and m.","","Snuff.","-lānī, v.i. ir. To take snuff.","96"
"Nas","n.m.","","A beam of timber.","","96"
"Nasāf, nsāf","n.m.","(P. inṣāf, justice)","Justice.","","96"
"Nash, naush","n.m. pl.","(S. Nakha)","The nails.","","96"
"Nāsh","n.m.","(S. Nāśa)","Destruction, ruin.","","96"
"Nashāwṇu","v.t. re.","","To cause or allow to escape.","f. -ī, pl. -é.","96"
"Nasiṇu","v.i. re.","","To go away.","(Bashahr).","96"
"Nāsh-paṭṇu","v.t. re.","","To ruin, to destroy.","","96"
"Nāsht","n.m.","(S. Naṣṭa)","Destruction.","","96"
"Nasūr, nsūr","n.m.","(H. nāsūr)","A fistula, ulcer or sore.","","96"
"Nātā","n.m.","","Relation.","","96"
"Nātāchārī","n.f.","(H. nātāchārī)","Relationship.","","96"
"Nath","n.f.","(H. nath)","Nose ring.","Syn. Bālu.","96"
"Nathūwṇu","v.t. re.","","To cause or allow to escape.","f. -ī, pl. -é.","96"
"Nathṇu","v.i. re.","","To run away, to escape.","Generally used when a ruler's subject goes to another territory.","96"
"Nau","adj. m.","","New.","f. -ī, pl. -é.","96"
"Nau","adj.","","(1) Nine. (2) a River.","","96"
"Nauhaṭé","adj. m.","","Of nine hands, in measure.","f. -ī, pl. -é.","96"
"Nauj","n.m.","","See Naj.","","96"
"Naumī","n.f.","","The ninth day of Chét and Asój on which general worship of Devī (goddess) is performed. It is considered a feast day.","","96"
"Nauṇ","n.m.","","A place for water.","","96"
"Nauṇī","n.f.","","See Chopar.","","96"
"Naur","n.f.","(H. nahar)","A canal or channel.","","96"
"Naush","n.m. pl.","","See Nash.","","97"
"Nautor","n.m.","","Newly cultivated land.","","97"
"Nawā","adj. m.","","New.","f. -ī, pl. -é. (Also nawu).","97"
"Nawī","adj. f.","","See Nawā.","","97"
"Nāwī","n.m.","","See Nāī.","","97"
"Nāyaṇ","n.f.","","A barber's wife.","(Also nāuṇ).","97"
"Nbāṛ","n.m.","(S. Nīvāra)","Rice or other grain growing wild or uncultivated.","","97"
"Nberā","n.m.","","Destruction.","-hoṇā, v.i. ir. To be ruined.","97"
"Nchhāṇā, -u","adj. m.","","Unsifted.","f. -ī, pl. -é.","97"
"Nchhāṇiéň","adv.","","Without sifting.","","97"
"Nefā","n.m.","","The upper part of the trousers in which the string is fastened.","","97"
"Negaṇ","n.f.","","The wife of a Negī.","","97"
"Negī","n.m.","","The commandant of a koṭhī in Kullū and Maṇḍī.","An officer in charge of a jail in the Simla Hills. In Kanāwar, a gentleman or well-to-do man.","97"
"Nehā","n.m.","","The spring harvest.","","97"
"Néhchā","n.m.","","See Nihchā.","","97"
"Nehtū","n.m.","(S. Sneha)","Love.","","97"
"Nejā","n.m.","","A spear.","","97"
"Neorā","n.m.","","Cooked flesh.","","97"
"Neré","adj.","","Near.","(Also niūré).","97"
"Nernu, nhernu","n.m.","","A small implement used to cut the nails.","","97"
"Neshṇe-lāṇā","v.t. re.","","To ask, to inquire.","","97"
"Neshṇu","v.t. re.","","To ask.","","97"
"Newul","n.m.","","A hot place.","(Also Néol).","97"
"Nhāṇu","v.i. re.","","See Nahāṇu.","","97"
"Nhernu","n.m.","","See Nernu.","","97"
"Nhokṇu","v.t. re.","","To hit, to strike.","f. -ī, pl. -é.","97"
"Nhrāṇu","v.i. re.","","To humble.","","97"
"Nhrāwṇu","v.t. re.","","To cause or allow to humble.","","97"
"Nhwār","n.f.","","A healthy complexion.","-girṇī, v.i. re. To be convalescent.","97"
"Nhwārī","n.f.","","Breakfast.","","97"
"Nhyauṛch","n.m.","(S. Andha-paksha)","A dark fortnight.","","97"
"Nhyālṇu","v.t. re.","","To wait for.","f. -ī, pl. -é.","97"
"Nī","adv.","","Not.","'Māň nī chāṅyiṅ' - 'I don't want.'","97"
"Nī-āṅṭhī","phrase","","Isn't.","","97"
"Nī-bālnu","phrase","","Cannot.","","97"
"Nīch","n.m.","(S. Nīcha)","A low-caste man.","","97"
"Nī-chāṅyiṅ","phrase","","I don't want.","","97"
"Nichhā or -u","adj. m.","","Clean, fine.","f. -ī, pl. -é.","97"
"Nichhū or -ā","adj. m.","","Neat, unpolluted.","-Hachhū, adj. m. Pure, clean, purified physically or morally.","97"
"Nigṛi-jāṇu","v.a.i. ir.","","To perish.","f. -ī, pl. -é.","97"
"Nigṛṇu","v.i. re.","","To die, to perish.","f. -ī, pl. -é.","97"
"Nihāṇ","n.m.","","A carpenter's tool.","","97"
"Nihālṇu","v.t. re.","","See Nhyālṇu.","","97"
"Nihchā","n.m.","(S. Nishchaya)","Patience, belief.","-rākhṇā, v.i. re. To have patience. -rauṇā, v.i. ir. To be assured.","98"
"Nihchā","n.m.","","Leisure.","-hoṇā, v.i. er. To be at leisure. (Also néhchā).","98"
"Nīṅd","n.f.","(S. Nidrā)","Sleep.","-āwṇī, v.i. re. To be asleep.","98"
"Nīl","n.m.","","The inner part of the blue or other pine.","","98"
"Nīm","n.m.","","An oath, an ordeal.","-karnā or -thwāṇā, v.a.i. ir. and re. To take an oath. -deṇā, v.t. ir. To offer an oath.","98"
"Nīm or nimk","n.m.","(S. Nimba)","A kind of tree (Melia azadirachta).","","98"
"Nimbū","n.m.","(S. Nimba)","The citron fruit or tree.","","98"
"Nimlu or -ā","adj. m.","(S. Nirmala)","Clear.","Proverb: 'Gāhļu gāhļu bahi jā, nimlu nimlu rahi jā' - '...foul or turbid water flows away, but the clear or transparent remains,' i.e., bad times will pass away and happy days will return.","98"
"Nīndṇu","v.t. re.","","To weed.","","98"
"Niurā","n.m.","","The tree-frog.","","98"
"Nīr","n.m.","(S. Nīra, water)","Tears.","","98"
"Nirṇe","n.m.","","Breakfast (Keoṇṭhal).","adj. m.; f. -ī, pl. -é. Fasting, not having taken food. 'Nirṇe peṭé khīrā nī khāṇā.' - 'Don't eat cucumber when fasting.'","98"
"Nisṛṇu","v.i. re.","","To come into ear, of grain.","","98"
"Nīṭhé","adv.","","Down.","-pāṇḍī, adv. Cohabiting. -khe, For bedding.","98"
"Nitrṇu","v.i. re.","","To dry by letting water run or drip off.","","98"
"Niūré","adv.","","Near, nigh.","","98"
"Niūṅā","adj. m.","","Anxious, full of care.","f. -ī, pl. -é.","98"
"Niūṅé-sheṭṇu","v.t. re.","","To cast into anxiety.","f. -ī, pl. -é.","98"
"Nofā","n.m.","(P. nafa)","Interest, gain.","-hoṇā, v.s. ir. To have an interest in.","98"
"Nok","n.f.","","A tip.","-dār, With a tip.","98"
"Nokhā or -ā","adj. m.","","Extraordinary, wonderful.","f. -ī, pl. -é.","98"
"Nṛāgul","n.f.","(fr. nāl, a ravine, and bāgur, the air)","The air that blows from a ravine.","","98"
"Nrāj","adj.","(P. nārāz)","Displeased, angry.","-hoṇu, v.i. ir. To be displeased or angry.","98"
"Nrājī","n.f.","","Displeasure, anger.","-hoṇī or -karnī, To proceed against.","98"
"Nṛāṭ","n.m.","","See Narāṭ.","Syn. bāndā or bānde.","98"
"Nrogā, -u","adj. m.","(fr. S. Nīroga)","Convalescent.","f. -ī, pl. -é.","98"
"Nryoṛṇu","v.t. re.","","To overtake.","f. -ī, pl. -é.","98"
"Nryoṛwṇu","v.i. re.","","To be overtaken.","f. -ī, pl. -é.","98"
"Nwāṛ","n.f.","","The thread used in making a palang.","","98"
"Nwālā","n.m.","","A morsel.","-laṇā, v.s. ir. To take a morsel.","98"
"Nwāṇ","n.m.","","Measurement.","-laṇā, v.i. ir. To take a measurement.","98"
"Nyāw","n.m.","(S. Nyāya)","Justice.","","98"
"Nyāw-nasāf","n.m.","","Redress for a crime.","","98"
"Nyoṛ","n.m.","","See Nyāw.","","99"
"Nyoṇḍā","n.m.","(S. Nimantraṇa)","An invitation.","-deṇā, v.t. re. To invite.","99"
"O","int.","","The sign of the vocative case.","'O bhāī' - 'O you!'","99"
"Obrā","n.m.","","A cattle-shed; the lower storey where cattle are kept.","-kāṛhṇā, v.t. re. To carry out manure from the cattle-shed.","99"
"Obrī","n.f.","","A small cattle-shed.","","99"
"Obrṭu","n.m.","","A smaller cattle-shed.","","99"
"Ód","n.f.","","Moisture, dampness.","","99"
"Odā, -u","adj. m.","","Damp, wet, moist.","f. -ī, pl. -é.","99"
"Odā","n.m.","","(1) A basket. (2) A boundary stone in a field.","","99"
"Odā","n.m.","","The tooth between the front teeth and the grinders.","","99"
"Odā-bāṇḍā","n.m.","","Partition.","-hoṇā, v.s. ir. To be separated off with one's own share in one's father's property.","99"
"Oḍkaṇ","n.m.","","The frame of wood on which a carpenter works.","","99"
"Oduwā","n.m.","","The lower corner of a field.","","99"
"Oduwé","adv.","","At the corner.","","99"
"Og","n.m.","","The wedge of a plough.","","99"
"Oglá","n.m.","","A kind of grain grown in the hills, called mandwā in the plains.","","99"
"Oh, ohū","int.","","Ah, alas!","","99"
"O'l","n.m.","","Excuse, pretence.","-lāṇā, v.a. re. To pretend.","99"
"Ojr","n.m.","","The stomach.","","99"
"Ojrú","n.m. pl.","","Curls.","","99"
"Okhal, ukhal","n.m.","","A mortar.","","99"
"O'l","n.m.","","Land-slip.","-paṛnā, v.s. re. To slip.","99"
"Olā","n.m. pl.","","Hail.","pl. -é.","99"
"Olaṇ","n.m.","","Soup or cooked pulse or other vegetables with which to take bread or rice.","","99"
"Olé","n.m. pl.","(H.)","Hail.","-paṛné, v.s. re. To have a fall of hail. (Syn. shaṛū).","99"
"Olé","adv.","","On the other side.","","99"
"Oliwá","n.m.","","A piece of twine used to hold up a pot, etc. with.","-lāṇā, v.v. re. To tie the twine to a pot, etc. -banāwṇī, v.t. re. To make twine for an earthen pot, etc.","99"
"Oprá","adj. m.","","Unacquainted, unknown, foreign.","f. -ī, pl. -é.","99"
"Opré-rā-ilāj","n.m.","","The treatment or cure of magical acts (witchcraft).","","99"
"Ór","n.m.","","A carpenter.","(Bashahr). In the Simla Hills he is called Bādhī.","99"
"Orā, -u","adv. m.","","Here, at this place, hither.","f. -ī, pl. -é.","99"
"O'ré","adv.","","For pleasure.","-re-lā, phrase 'O you!'","99"
"Orhāwṇu","v.t. re.","","To cause or allow to wear.","f. -ī, pl. -é.","99"
"Orhṇī","n.f.","","A woman's scarf.","","100"
"Oṛhṇu","v.t. re.","","To wear, to put on.","f. -ī, pl. -é.","100"
"Oṛī","n.f.","","The wife of a carpenter.","Syn. bādhaṇ.","100"
"Orkā, -u","adj. m.","","To this side.","f. -ī, pl. -é.","100"
"Or-rā, -u","adj. m.","","Near, nigh, this side.","f. -ī, pl. -é.","100"
"O's","n.f.","","Dew.","-paṛnī, v.s. re. To fall, of dew.","100"
"Pāch","n.m.","(S. Patra)","A leaf.","-ṇu, v.t. re. To shave with an adze.","100"
"Pāchar","n.m. n.f.","","Backbiting, injuring one's interests.","","100"
"Pachar","n.m.","(H. pachchar)","A wedge.","","100"
"Pachāwṇu","v.t. re.","","To cause or allow to digest.","f. -ī, pl. -é.","100"
"Pacherṇu","v.t. re.","","To smash against.","f. -ī, pl. -é.","100"
"Pāchh","n.m.","","A cut in a limb or body.","-deṇā, v.i. ir. To inflict a cut on a limb.","100"
"Pāchhé or -ā","adv.","","Backwards.","f. -ī, pl. -é.","100"
"Pachhé-fa","adv.","","Afterwards.","","100"
"Pachhéṭ, -ī","n.m. and f.","","Late in ripening, of the harvest.","","100"
"Pāchhī","adv.","","By the back way.","","100"
"Pāchhká","adv.","","Behind, backwards.","n.m. f. -ī, pl. -é.","100"
"Pāchhlá, -u","adj. m.","","Former, previous, of late.","f. -ī, pl. -é.","100"
"Pachhu-ṭīṭī-ro","c.p.","","Having turned back.","","100"
"Pachī","adj.","","Twenty-five.","","100"
"Pachī-no-rauṇu","v.i. ir.","","To try with utmost care.","","100"
"Pachkā","n.m.","","A hold, a grasp.","-pāṇā, v.i. re. To have a hold of. -deṇā, v.f. ir. To lay hands on.","100"
"Pachṇu","v.t. re.","","To be digested.","f. -ī, pl. -é.","100"
"Pachṇu","v.i. re.","","To be engaged attentively.","","100"
"Pāchnu","v.t. re.","","To work with an adze.","","100"
"Pad","n.m.","","One only.","In calculation when only one remains it is called 'pad' and is esteemed very lucky.","100"
"Pādā","n.m.","","The buttocks.","","100"
"Pādhā","n.m.","","A learned Brahman who discharges religious duties.","f. -ī, n.f. The wife of a Pādhā.","100"
"Pāelāga","n.m.","","A term used for saluting a Brahman by the three castes: Rājpūt, Baniyā and Kanet.","Among Kanets the saluting term is pāopoṇḍe or pairi-pé - 'I bow down to your feet.'","100"
"Pāetá","n.m.","(S. Prasthāna)","Preparations for a journey.","","100"
"Paetlā, -u","adj. m.","","Polluted, unclean, left off.","f. -ī, pl. -é.","100"
"Pāg","n.f.","(H. pagṛī)","A turban.","","100"
"Pāgṛū, pāgṛiyé","n.m. pl.","","Those who wear turbans.","","100"
"Pagṛwā","n.m.","","Verandah.","","100"
"Pagṛā, -u","adj. m.","","Perceptible, present.","-é-hoṇu, v.s. ir. To be present or perceptible. -karnā, v.t. ir. To make present or perceptible.","100"
"Pāhāṛ","n.m.","(H.)","(1) A mountain. (2) A hill.","","101"
"Paharā","n.m.","","A watch.","-deṇā, v.t. ir. To watch.","101"
"Pāhāṛī","n.m.","","An inhabitant of a mountain.","adj. Mountainous.","101"
"Pahāṛū","n.m.","","See Pāhāṛī.","","101"
"Paij","n.f.","","A vow, an oath.","-karnī, v.t. ir. To take an oath.","101"
"Paijar","n.m.","","Shoes.","(Also paijār).","101"
"Paijār","n.m.","","See Paijar.","","101"
"Pailá or -u","adj. m.","","(1) The first. (2) Formerly.","f. -ī, pl. -é.","101"
"Painā","n.m.","","(1) A goad. (2) A sharp-pointed instrument for driving cattle.","","101"
"Paiṅtī","adj.","","35.","-wāň, m. -wīň, f. -weň, pl. Thirty-fifth.","101"
"Paisā","n.m.","(H.)","(1) Money. (2) A pice.","","101"
"Pākhā","n.m.","","A side, a party.","-lenu, v.t. re. To side with.","101"
"Pākhar","n.m.","","A saddle.","","101"
"Pakhé'rū","n.m.","(S. Pakṣī)","A bird.","","101"
"Pākhī","n.f.","","A small saddle.","","101"
"Pākhṇu","v.t. re.","","To recognise, to know.","","101"
"Pākhṛū","n.m.","","A small saddle.","","101"
"Pā'l","n.m.","(S. Pāla)","Frost.","-paṛnā, v.s. ir. To be frosty.","101"
"Pāl","n.m.","","A measure of capacity of 2 or 2.5 chhiṭāks.","","101"
"Pālak","n.m.","(H.)","Spinach.","","101"
"Pālak","n.m.","(H.)","A preserver, a cherisher.","","101"
"Pālak-putr","n.m.","","An adopted son.","","101"
"Pālki","n.f.","(H.)","A palanquin.","","101"
"Pālṇu","v.t. re.","(H. pālnā)","To preserve, to cherish.","f. -ī, pl. -é.","101"
"Paltan","n.f.","(E. battalion)","A regiment of soldiers.","","101"
"Pālyā","n.m.","","One who works at the bellows of an iron-smelting furnace (Mandi State).","","101"
"Pamāṇ","n.m.","(S. Pramāṇa)","(1) An oath. (2) Proof.","","101"
"Pān","n.m.","(H.)","A betel leaf.","","101"
"Panālī","n.f.","","A spout.","","101"
"Pāṇch","adj.","(S. Pañcha)","Five.","-wāň, m. -wīň, f. -weň, pl. Fifth.","101"
"Pañch","n.m.","","An arbitrator.","-karm, v.i. ir. To arbitrate.","101"
"Pañchhī","n.m. pl.","","Birds in general.","(Also pakhérū).","101"
"Pañchmī","n.f.","(S. Pañchamī)","The fifth day of the bright or dark half of a month.","","101"
"Pañḍā","n.m.","","A Brāhman who receives a donation at an eclipse.","","102"
"Pāṇḍe","adv.","","Across.","m., f. -ī, pl. -é.","102"
"Pāṇḍe","adv.","","Upon.","Proverb: 'Ju nhāndā muchāṅ, muṅhoṅ pāṇḍe papaṇ hāṭh, tesuṅ kā pāpī?' - 'How can he, who makes water in his bath, or tells a lie, face to face, be caught.' Meaning, how can he be punished?","102"
"Pāṇḍé","prep.","","Above, upon.","","102"
"Pāṇḍkā or -u","adj. m.","","Across there.","f. -ī, pl. -é.","102"
"Pāṇḍlā or -u","adj. m.","","Of above, upper.","f. -ī, pl. -é.","102"
"Pāṇḍlé, -u","adj. m.","","Of across, trans-river or ridge.","f. -ī, pl. -é.","102"
"Paṇḍra-hazār","n.m.","","A term for the Keoṇṭhal State, as its net revenue at one time was only Rs. 15,000.","","102"
"Paṇḍrā","adj.","","15.","-wāň, m. -wīň, f. -weň, pl. Fifteenth.","102"
"Pāṇḍūé","n.m.","","A festival observed on the 15th of the month of Pūh.","(Jubbal, Kotgaṛh and Kotkhāī).","102"
"Pā'ng","n.f.","","Mud of the foul water kept in a field for sowing rice during the rainy season.","","102"
"Pāṅgā","n.m.","(H. pāṅgā)","A branch, a bough.","","102"
"Panhāur","n.m.","","The water-place of a village.","","102"
"Paṇhār","n.f.","","A rainbow.","-paṛnī, v.i. re. To appear, of the rainbow.","102"
"Paṇhyāṛ","n.m.","","See Panhyāṛ.","","102"
"Paṇī","n.f.","","A shoe or shoes.","","102"
"Paṇihār","n.m.","","See Panhyāṛ.","","102"
"Pānj","adj.","(H. pāṅch)","5.","-wāň, f. -wīň, m. -weň, pl. The fifth.","102"
"Pañjak","n.m. pl.","(S. Pañchaka)","The nakshatras called Dhaniṣṭhā, Shatabhikhā, Pūrvābhādrapadā, Uttarābhādrapadā and Revatī.","","102"
"Pañjā-jūns","n.m.","","The right of the State to buy up grain at harvest at fixed rates.","(Kuṭhār).","102"
"Pañjāllī","n.m.","","One who collected supplies, milk, curd, wood, etc., for the royal kitchen.","(Kullū).","102"
"Pañjīrī","n.f.","","A medicinal cake given to a woman who has been delivered of a child.","","102"
"Paṅkh","n.m. pl.","","See Pakkh.","","103"
"Paṅkhṛū","n.m.","","A butterfly; any winged insect.","","103"
"Pānkhṛu","n.m.","","See Pākhṛū.","","103"
"Paṅsérā","n.m.","(S. Paṅsārī-vāṭa)","A shopkeeper.","(Also pānsārī).","103"
"Panth","n.m.","(S. Pathin, a road)","A heap of stones kept at a cross-road and considered the deity of the way.","Everyone passing by has to put a stone on it.","103"
"Pāntū","n.m. pl.","","Children's shoes.","","103"
"Pāṇu","v.t. re.","","To throw in.","","103"
"Pāṅw","n.m.","","Foot.","","103"
"Pāṅwṇā","n.m.","","A guest.","f. -ī, pl. -é. Also pāhuṇā.","103"
"Panyāh","n.f.","","See Panhyāṛī.","","103"
"Pāp","n.m.","(S. Pāpa, sin)","(1) Sin. (2) A deceased ancestor who is supposed to cause injury if not worshipped.","-pūjṇā, v.i. re. To worship the deceased with cakes, etc.","103"
"Pāpī","adj.","(S. Pāpin)","Sinful.","","103"
"Pār","adv.","","Across.","","103"
"Paraiṇā","n.m.","(S. Pariṇayana)","A form of marriage observed among Kāneṭs.","(See Rīti-maṇḍī).","103"
"Parāntū","n.m.","","A nuptial ceremony observed on a smaller scale than a paraiṇā.","","103"
"Parāl","n.m.","(S. Palāla)","Rice-straw.","(Also prā'l).","103"
"Parāl-lāṇé","v.t. ir. pl.","","To beseech, to implore.","'Hāmu deū parālné lāé' - 'They began to beseech the village deities.'","103"
"Pārā","n.m.","","Quicksilver.","","103"
"Parār","adv.","","The year before last.","","103"
"Parāt, prāt","n.m.","","A large dish.","(H.).","103"
"Paréwī","n.f.","(S. Pratipadā)","The first day of the bright or dark half of a month.","","103"
"Pārī","adv.","","Beyond.","","103"
"Pāri-go-ā-lā","p.","","Would have fallen.","","103"
"Parīti","n.f.","(S. Prīti 'love')","(1) Friendship, love. (2) The state of being in good terms.","","103"
"Parj","n.f.","","The name of a tune or rāgnī.","","103"
"Pa'ṛj","n.f.","","A bow string.","-chuṭnī, v.s. re. To break, of the string of a bow. -lānī, v.i. re. To put a string to a bow.","103"
"Parjā","n.f.","","Subjects.","","103"
"Parmāṇ","n.m.","(S. Pramāṇa, a proof)","A certificate.","","103"
"Parmésur","n.m.","","See Parmeśur.","","103"
"Paró","n.m.","","Grain lent on interest.","","103"
"Partishṭhā","n.f.","(S. Pratishṭhā, consecration)","A ceremony observed on entering a new house or temple.","-karṇī, v.t. re. To consecrate.","103"
"Pāṛū","n.m.","","An earthen pot.","","103"
"Pāshá","n.m.","","A die.","","103"
"Pashaiṇu","v.i. re.","","To speak in a dream.","","103"
"Pashé","adv.","","Aside.","-lāgnī, v.i. re. (1) To be un-successful. (2) To miss.","103"
"Rāṛṇu","v.t. re.","","To cause or allow to roast in butter.","f. -ī, pl. -é.","110"
"Rāṛṇu","v.t. re.","","To roast in butter.","f. -ī, pl. -é.","110"
"Rāṛnī","v.i. re.","","To be displeased, to be angry.","'Se guseḍḍ mén-ṭā rāṛī' - 'He is displeased with me.'","110"
"Ras","n.m.","(S. Rasa)","Juice.","","110"
"Rasāwṇu","v.t. re.","","To praise, to speak in favour of.","f. -ī, pl. -é.","110"
"Rās-karnī","v.i. re.","","To cook.","'Hāmu vi rās karnī' - 'We to be cooking.'","110"
"Rashī","n.f.","","Twine.","","110"
"Rāt","n.f.","(S. Rātri)","Night.","","110"
"Raṭā","adj.","(S. Rakta)","Red, crimson.","f. -ī, pl. -é.","110"
"Rath","n.m.","(S. Ratha, a chariot)","A peculiar kind of ḍolī in which a village deity is made to dance.","","110"
"Rāṭhī","n.m.","","A term for a lower class Rājpūt.","(Kāṅgṛā and Simla Hills).","110"
"Rāṭhū","n.m.","","The name of a sept of Kāneṭs.","","110"
"Rathyolī","n.m.","","A tune used when the village deity dances in a rath.","","110"
"Rāṭī","n.f.","","A piece of iron.","","110"
"Rāṭṛā","adj. m.","","(1) Reddish. (2) A species of rice.","f. -ī, pl. -é.","110"
"Rau","conj.","","And.","Proverb: 'Chhiwaṛ rau māch suhṇe ni rauṅde' - 'Women and bees never live in a good place.'","110"
"Rāu","n.m.","","See Rāī.","","110"
"Rāuṇb","n.m.","","An agricultural implement.","(Bashāhr).","110"
"Rauṇā","n.m.","","A courtyard before a palace.","","110"
"Rauṇu","v.i. re.","","To live, to remain.","f. -ī, pl. -é.","110"
"Rbhāwṇu","v.t. re.","","(1) To look after. (2) To beguile.","f. -ī, pl. -é.","110"
"Rbhyāwṇu","v.t. re.","","To cause or allow to look after.","f. -ī, pl. -é.","110"
"Ré","poss. affix","","See Rā.","","110"
"Reb","n.f.","","A kind of cut, of trousers.","","110"
"Rebjāmā","n.m.","","A kind of trousers.","","110"
"Rekh","n.f. pl.","","The other.","pl. -o.","110"
"Rekhā","n.f.","(S. Rekhā)","A line.","-deṇī, To draw a line.","110"
"Rekṭā","adv.","","At another place.","","110"
"Relā","n.m.","","A log of timber.","","110"
"Rel-pel","n.f.","","A crowd.","-hoṇī, To be crowded.","110"
"Reṭ","n.m.","","Sand.","","110"
"Reṭāwṇu","v.t. re.","","To cause or allow to saw.","f. -ī, pl. -é.","111"
"Reṭī","n.f.","","A small saw.","","111"
"Reṭlā or -u","adj. m.","","Sandy.","f. -ī, pl. -é.","111"
"Reṭṇu","v.t. re.","","To saw.","f. -ī, pl. -é.","111"
"Reūns, ryūns","n.m.","","A kind of tree the wood of which is used to make sticks, etc.","","111"
"Rgāṇu","v.t. re.","(H. raṅgānā)","To dye, to colour.","f. -ī, pl. -é.","111"
"Rhāchṇu","v.i. re.","","To be lost or to be coloured.","f. -ī, pl. -é.","111"
"Rhāṁī","adj.","(H. harāmī)","Unlawful.","","111"
"Rhyāl","n.f.","","A fair at which the people practise archery, held in the monsoon.","(Madhān, Theog, Balsan and Jubbal).","111"
